iata,name,lat,lon,country,continent,region
BHX,Birmingham Airport,52.4539,-1.748,GB,EU,EU
BHY,Beihai Fucheng Airport,21.5387,109.2937,CN,AS,OTHER
BIA,Bastia-Poretta International airport,42.5527,9.4837,FR,EU,EU
BIF,Biggs Army Air Field (Fort Bliss),31.8495,-106.38,US,NA,OTHER
BIG,Allen Army Airfield,63.9945,-145.722,US,NA,OTHER
BIH,Eastern Sierra Regional Airport,37.3731,-118.364,US,NA,OTHER
BIK,Frans Kaisiepo Airport,-1.19,136.108,ID,AS,OTHER
BIL,Billings Logan International Airport,45.8089,-108.5412,US,NA,OTHER
BIM,South Bimini Airport,25.6999,-79.2647,BS,NA,OTHER
BIO,Bilbao Airport,43.3011,-2.9106,ES,EU,EU
BIQ,Biarritz Pays Basque airport,43.4684,-1.5232,FR,EU,EU
BIR,Biratnagar Airport,26.4815,87.264,NP,AS,OTHER
BIS,Bismarck Municipal Airport,46.7727,-100.7469,US,NA,OTHER
BIU,Bildudalur Airport,65.6413,-23.5462,IS,EU,EU
BIX,Keesler Air Force Base,30.4104,-88.9244,US,NA,OTHER
BIY,Bisho Airport,-32.8971,27.2791,ZA,AF,OTHER
BJA,Soummam–Abane Ramdane Airport,36.7125,5.0699,DZ,AF,OTHER
BJB,Bojnord Airport,37.493,57.3082,IR,AS,OTHER
BJC,Rocky Mountain Metropolitan Airport,39.9088,-105.117,US,NA,OTHER
BJF,Båtsfjord Airport,70.6003,29.6926,NO,EU,EU
BJI,Bemidji Regional Airport,47.5094,-94.9337,US,NA,OTHER
BJL,Banjul International Airport,13.338,-16.6522,GM,AF,OTHER
BJM,Bujumbura Melchior Ndadaye International Airport,-3.324,29.3185,BI,AF,OTHER
BJO,Bermejo Airport,-22.7733,-64.3129,BO,SA,OTHER
BJR,Bahir Dar Airport,11.6081,37.3216,ET,AF,OTHER
BJV,Milas Bodrum International Airport,37.2493,27.664,TR,AS,OTHER
BJX,Guanajuato International Airport,20.9927,-101.4803,MX,NA,OTHER
BJY,Batajnica Air Base,44.9353,20.2575,RS,EU,OTHER
BJZ,Badajoz Airport,38.8913,-6.8213,ES,EU,EU
BKA,Baykit Airport,61.6767,96.355,RU,AS,OTHER
BKB,Nal Airport,28.0706,73.2072,IN,AS,OTHER
BKE,Baker City Municipal Airport,44.8373,-117.809,US,NA,OTHER
BKG,Branson Airport,36.5321,-93.2005,US,NA,OTHER
BKH,Barking Sands Airport,22.0228,-159.785,US,OC,OTHER
BKI,Kota Kinabalu International Airport,5.9327,116.0493,MY,AS,OTHER
BKK,Suvarnabhumi Airport,13.6811,100.747,TH,AS,OTHER
BKL,Burke Lakefront Airport,41.5175,-81.6833,US,NA,OTHER
BKN,Balkanabat International Airport,39.6811,54.206,TM,AS,OTHER
BKO,Modibo Keita International Airport,12.5335,-7.9499,ML,AF,OTHER
BKQ,Blackall Airport,-24.4317,145.4297,AU,OC,OTHER
BKS,Fatmawati Soekarno Airport,-3.8637,102.339,ID,AS,OTHER
BKW,Raleigh County Memorial Airport,37.7873,-81.1242,US,NA,OTHER
BKY,Bukavu Kavumu Airport,-2.309,28.8088,CD,AF,OTHER
BLA,General José Antonio Anzoategui International Airport,10.1111,-64.6922,VE,SA,OTHER
BLD,Boulder City Municipal Airport,35.9472,-114.8588,US,NA,OTHER
BLE,Dala Airport,60.422,15.5152,SE,EU,EU
BLF,Mercer County Airport,37.2958,-81.2077,US,NA,OTHER
BLH,Blythe Airport,33.6192,-114.717,US,NA,OTHER
BLI,Bellingham International Airport,48.7928,-122.538,US,NA,OTHER
BLJ,Batna Mostefa Ben Boulaid Airport,35.7521,6.3086,DZ,AF,OTHER
BLK,Blackpool Airport,53.7717,-3.0286,GB,EU,EU
BLL,Billund Airport,55.7403,9.157,DK,EU,EU
BLN,Benalla Airport,-36.5519,146.007,AU,OC,OTHER
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887,IT,EU,EU
BLR,Kempegowda International Airport Bengaluru,13.1979,77.7063,IN,AS,OTHER
BLT,Blackwater Airport,-23.6031,148.807,AU,OC,OTHER
BLV,Scott AFB/Midamerica Airport,38.5452,-89.8352,US,NA,OTHER
BLZ,Chileka International Airport,-15.6772,34.9723,MW,AF,OTHER
BMA,Stockholm-Bromma Airport,59.3544,17.9417,SE,EU,EU
BME,Broome International Airport,-17.9492,122.2283,AU,OC,OTHER
BMG,Monroe County Airport,39.146,-86.6167,US,NA,OTHER
BMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.9159,US,NA,OTHER
BMM,Bitam Airport,2.0756,11.4932,GA,AF,OTHER
BMU,Sultan Muhammad Salahuddin Airport,-8.5372,118.685,ID,AS,OTHER
BMV,Buon Ma Thuot Airport,12.6683,108.12,VN,AS,OTHER
BMW,Bordj Badji Mokhtar Airport,21.3778,0.927,DZ,AF,OTHER
BNA,Nashville International Airport,36.1245,-86.6782,US,NA,OTHER
BND,Bandar Abbas International Airport,27.2183,56.3778,IR,AS,OTHER
BNE,Brisbane International Airport,-27.3842,153.117,AU,OC,OTHER
BNI,Benin Airport,6.317,5.5995,NG,AF,OTHER
BNK,Ballina Byron Gateway Airport,-28.8332,153.5615,AU,OC,OTHER
BNN,"Brønnøysund Airport, Brønnøy",65.4611,12.2175,NO,EU,EU
BNO,Burns Municipal Airport,43.5905,-118.9552,US,NA,OTHER
BNS,Barinas Airport,8.615,-70.2142,VE,SA,OTHER
BNX,Banja Luka International Airport,44.9414,17.2975,BA,EU,OTHER
BOB,Bora Bora Airport,-16.4444,-151.751,PF,OC,EU
BOC,"Bocas del Toro ""Isla Colón"" International Airport",9.3408,-82.2508,PA,NA,OTHER
BOD,Bordeaux–Mérignac Airport,44.8287,-0.7154,FR,EU,EU
BOG,El Dorado International Airport,4.7016,-74.1469,CO,SA,OTHER
BOH,Bournemouth Airport,50.7805,-1.8396,GB,EU,EU
BOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,NA,OTHER
BOJ,Burgas Airport,42.5699,27.5152,BG,EU,EU
BOM,Chhatrapati Shivaji Maharaj International Airport,19.0887,72.8679,IN,AS,OTHER
BON,Flamingo International Airport,12.131,-68.2685,BQ,NA,OTHER
BOO,Bodø Airport,67.2692,14.3653,NO,EU,EU
BOR,Bokeo International Airport,20.324,100.1654,LA,AS,OTHER
BOS,Boston Logan International Airport,42.362,-71.0079,US,NA,OTHER
BOU,Bourges airport,47.0602,2.3696,FR,EU,EU
BOY,Bobo Dioulasso Airport,11.1601,-4.331,BF,AF,OTHER
BPC,Bamenda Airport,6.0392,10.1226,CM,AF,OTHER
BPE,Qinhuangdao Beidaihe Airport,39.6664,119.0614,CN,AS,OTHER
BPG,Barra do Garças Airport,-15.8614,-52.389,BR,SA,OTHER
BPH,Bislig Airport,8.1951,126.321,PH,AS,OTHER
BPI,Miley Memorial Field,42.5851,-110.111,US,NA,OTHER
BPL,Bole Alashankou Airport,44.8955,82.3001,CN,AS,OTHER
BPM,Begumpet Airport,17.4531,78.4676,IN,AS,OTHER
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.2683,116.8945,ID,AS,OTHER
BPS,Porto Seguro International Airport,-16.4384,-39.0806,BR,SA,OTHER
BPT,Jack Brooks Regional Airport,29.9508,-94.0207,US,NA,OTHER
BPX,Qamdo Bangda Airport,30.5536,97.1083,CN,AS,OTHER
BPY,Besalampy Airport,-16.7445,44.4825,MG,AF,OTHER
BQA,Dr. Juan C. Angara Airport,15.7293,121.5,PH,AS,OTHER
BQH,London Biggin Hill Airport,51.3308,0.0325,GB,EU,EU
BQK,Brunswick Golden Isles Airport,31.2588,-81.4665,US,NA,OTHER
BQL,Boulia Airport,-22.9133,139.9,AU,OC,OTHER
BQN,Rafael Hernández International Airport,18.4949,-67.1294,PR,NA,OTHER
BQS,Ignatyevo Airport,50.4254,127.412,RU,AS,OTHER
BQT,Brest International Airport,52.1081,23.8968,BY,EU,OTHER
BQU,J F Mitchell Airport,12.9884,-61.262,VC,NA,OTHER
BRC,Teniente Luis Candelaria International Airport,-41.1512,-71.1575,AR,SA,OTHER
BRD,Brainerd Lakes Regional Airport,46.4029,-94.1297,US,NA,OTHER
BRE,Bremen Airport,53.0468,8.7893,DE,EU,EU
BRI,Bari Karol Wojtyła International Airport,41.1389,16.7606,IT,EU,EU
BRK,Bourke Airport,-30.0392,145.952,AU,OC,OTHER
BRL,Southeast Iowa Regional Airport,40.7832,-91.1255,US,NA,OTHER
BRM,Jacinto Lara International Airport,10.0427,-69.3586,VE,SA,OTHER
BRN,Bern Airport,46.9127,7.4988,CH,EU,OTHER
BRO,Brownsville South Padre Island International Airport,25.9072,-97.4252,US,NA,OTHER
BRQ,Brno-Tuřany Airport,49.1513,16.694,CZ,EU,EU
BRR,Barra Airport,57.0228,-7.4431,GB,EU,EU
BRS,Bristol Airport,51.3823,-2.7165,GB,EU,EU
BRT,Bathurst Island Airport,-11.765,130.6158,AU,OC,OTHER
BRU,Brussels Airport,50.9014,4.4844,BE,EU,EU
BRW,Wiley Post Will Rogers Memorial Airport,71.2854,-156.766,US,NA,OTHER
BRX,Maria Montez International Airport,18.2515,-71.1204,DO,NA,OTHER
BSA,Bender Qassim International Airport,11.2752,49.1392,SO,AF,OTHER
BSB,Presidente Juscelino Kubitschek International Airport,-15.8692,-47.9208,BR,SA,OTHER
BSC,José Celestino Mutis Airport,6.2029,-77.3947,CO,SA,OTHER
BSD,Baoshan Yunrui Airport,25.0533,99.1683,CN,AS,OTHER
BSG,Bata International Airport,1.9055,9.8057,GQ,AF,OTHER
BSJ,Bairnsdale Airport,-37.8875,147.5694,AU,OC,OTHER
BSK,Biskra - Mohamed Khider Airport,34.7932,5.7389,DZ,AF,OTHER
BSL,EuroAirport Basel–Mulhouse–Freiburg,47.6007,7.5211,FR,EU,EU
BSO,Basco Airport,20.4513,121.98,PH,AS,OTHER
BSR,Basra International Airport,30.5491,47.6621,IQ,AS,OTHER
BSZ,Manas International Airport,43.0613,74.4776,KG,AS,OTHER
BTC,Batticaloa International Airport,7.7051,81.6772,LK,AS,OTHER
BTH,Hang Nadim International Airport,1.121,104.119,ID,AS,OTHER
BTI,Barter Island Long Range Radar Station Airport,70.134,-143.582,US,NA,OTHER
BTJ,Sultan Iskandar Muda International Airport,5.5251,95.42,ID,AS,OTHER
BTK,Bratsk Airport,56.3696,101.7018,RU,AS,OTHER
BTL,Battle Creek Executive Airport at Kellogg Field,42.3073,-85.2515,US,NA,OTHER
BTM,Bert Mooney Airport,45.9548,-112.497,US,NA,OTHER
BTR,Baton Rouge Metropolitan Airport,30.5332,-91.1496,US,NA,OTHER
BTS,M. R. Štefánik Airport,48.1702,17.2127,SK,EU,EU
BTU,Bintulu Airport,3.1239,113.02,MY,AS,OTHER
BTV,Patrick Leahy Burlington International Airport,44.4719,-73.1533,US,NA,OTHER
BTZ,Betong International Airport,5.79,101.15,TH,AS,OTHER
BUA,Buka Airport,-5.4223,154.6727,PG,OC,OTHER
BUD,Budapest Liszt Ferenc International Airport,47.4302,19.2624,HU,EU,EU
BUF,Buffalo Niagara International Airport,42.9405,-78.7322,US,NA,OTHER
BUG,Benguela Airport,-12.609,13.4037,AO,AF,OTHER
BUJ,Bou Saada Airport,35.3325,4.2064,DZ,AF,OTHER
BUN,Gerardo Tobar López Airport,3.8196,-76.9898,CO,SA,OTHER
BUP,Bhatinda Air Force Station,30.2701,74.7558,IN,AS,OTHER
BUQ,Joshua Mqabuko Nkomo International Airport,-20.0163,28.6229,ZW,AF,OTHER
BUR,Hollywood Burbank/Bob Hope Airport,34.2028,-118.3581,US,NA,OTHER
BUS,Alexander Kartveli Batumi International Airport,41.6094,41.6003,GE,AS,OTHER
BUX,Bunia Airport,1.5657,30.2207,CD,AF,OTHER
BUZ,Bushehr Airport,28.9448,50.8346,IR,AS,OTHER
BVA,Beauvais-Tillé airport,49.4544,2.1128,FR,EU,EU
BVB,Atlas Brasil Cantanhede International Airport,2.8462,-60.6906,BR,SA,OTHER
BVC,Aristides Pereira International Airport,16.1365,-22.8889,CV,AF,OTHER
BVE,Brive Souillac airport,45.0397,1.4856,FR,EU,EU
BVG,Berlevåg Airport,70.8715,29.0341,NO,EU,EU
BVH,Brigadeiro Camarão Airport,-12.6944,-60.0983,BR,SA,OTHER
BVI,Birdsville Airport,-25.8975,139.348,AU,OC,OTHER
BVJ,Bovanenkovo Airport,70.3153,68.3336,RU,AS,OTHER
BVY,Beverly Regional Airport,42.5842,-70.9165,US,NA,OTHER
BWA,Gautam Buddha International Airport,27.5046,83.4104,NP,AS,OTHER
BWE,Braunschweig-Wolfsburg Airport,52.3192,10.5561,DE,EU,EU
BWF,Barrow Walney Island Airport,54.1286,-3.2675,GB,EU,EU
BWG,Bowling Green Warren County Regional Airport,36.9645,-86.4197,US,NA,OTHER
BWH,RMAF Butterworth Air Base,5.4659,100.391,MY,AS,OTHER
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.6683,US,NA,OTHER
BWK,Brač Airport,43.2845,16.6784,HR,EU,EU
BWN,Brunei International Airport,4.9442,114.928,BN,AS,OTHER
BWO,Balakovo Airport,51.8583,47.7456,RU,AS,OTHER
BWQ,Brewarrina Airport,-29.9758,146.8144,AU,OC,OTHER
BWT,Wynyard Airport,-40.997,145.726,AU,OC,OTHER
BWU,Sydney Bankstown Airport,-33.9236,150.9908,AU,OC,OTHER
BXB,Babo Airport,-2.5322,133.439,ID,AS,OTHER
BXE,Bakel Airport,14.8473,-12.4683,SN,AF,OTHER
BXH,Balkhash Airport,46.8942,75.0045,KZ,AS,OTHER
BXR,Bam Airport,29.0842,58.45,IR,AS,OTHER
BXU,Bancasi Airport,8.9515,125.4788,PH,AS,OTHER
BXY,Baikonur Krayniy International Airport,45.622,63.2108,KZ,AS,OTHER
BYC,Yacuiba Airport,-21.9609,-63.6517,BO,SA,OTHER
BYH,Arkansas International Airport,35.9643,-89.944,US,NA,OTHER
BYI,Burley Municipal Airport,42.5426,-113.772,US,NA,OTHER
BYJ,Beja Airport / Airbase,38.0789,-7.9324,PT,EU,EU
BYK,Bouaké Airport,7.7388,-5.0737,CI,AF,OTHER
BYM,Carlos Manuel de Cespedes Airport,20.3964,-76.6214,CU,NA,OTHER
BYN,Bayankhongor Airport,46.1633,100.704,MN,AS,OTHER
BYS,Bicycle Lake Army Air Field,35.2805,-116.63,US,NA,OTHER
BYU,Bayreuth Airport,49.985,11.64,DE,EU,EU
BZB,Bazaruto Island Airport,-21.5411,35.4729,MZ,AF,OTHER
BZC,Umberto Modiano Airport,-22.7709,-41.9631,BR,SA,OTHER
BZD,Balranald Airport,-34.6248,143.5771,AU,OC,OTHER
BZE,Philip S. W. Goldson International Airport,17.54,-88.3036,BZ,NA,OTHER
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,53.0968,17.9777,PL,EU,EU
BZI,Balıkesir Airport,39.6193,27.926,TR,AS,OTHER
BZK,Bryansk International Airport,53.2144,34.176,RU,EU,OTHER
BZL,Barisal Airport,22.801,90.3012,BD,AS,OTHER
BZN,Bozeman Yellowstone International Airport,45.7789,-111.1537,US,NA,OTHER
BZO,Bolzano Airport,46.4592,11.3261,IT,EU,EU
BZR,Béziers Vias airport,43.3235,3.3539,FR,EU,EU
BZU,Buta Zega Airport,2.8181,24.794,CD,AF,OTHER
BZV,Maya-Maya International Airport,-4.2517,15.253,CG,AF,OTHER
BZX,Bazhong Enyang Airport,31.7384,106.6449,CN,AS,OTHER
BZY,Bălți-Leadoveni International Airport,47.8377,27.7811,MD,EU,OTHER
BZZ,RAF Brize Norton,51.75,-1.5836,GB,EU,EU
CAB,Cabinda Airport,-5.5984,12.1881,AO,AF,OTHER
CAC,Coronel Adalberto Mendes da Silva Airport,-25.0003,-53.5012,BR,SA,OTHER
CAE,Columbia Metropolitan Airport,33.9382,-81.123,US,NA,OTHER
CAG,Cagliari Elmas Airport,39.2515,9.0543,IT,EU,EU
CAH,Cà Mau Airport,9.1777,105.1778,VN,AS,OTHER
CAI,Cairo International Airport,30.1115,31.3967,EG,AF,OTHER
CAJ,Canaima Airport,6.232,-62.8548,VE,SA,OTHER
CAK,Akron Canton Regional Airport,40.9161,-81.4422,US,NA,OTHER
CAL,Campbeltown Airport,55.4372,-5.6864,GB,EU,EU
CAN,Guangzhou Baiyun International Airport,23.3924,113.299,CN,AS,OTHER
CAP,Cap Haitien International Airport,19.7255,-72.2007,HT,NA,OTHER
CAQ,Juan H White Airport,7.9685,-75.1985,CO,SA,OTHER
CAR,Caribou Municipal Airport,46.8715,-68.0179,US,NA,OTHER
CAT,Cascais Airport,38.725,-9.3552,PT,EU,EU
CAW,Bartolomeu Lisandro Airport,-21.6983,-41.3017,BR,SA,OTHER
CAX,Carlisle Lake District Airport,54.9375,-2.8092,GB,EU,EU
CAY,Cayenne – Félix Eboué Airport,4.82,-52.3613,GF,SA,EU
CAZ,Cobar Airport,-31.5383,145.794,AU,OC,OTHER
CBB,Jorge Wilsterman International Airport,-17.4211,-66.1771,BO,SA,OTHER
CBD,Car Nicobar Air Force Base,9.1531,92.8193,IN,AS,OTHER
CBG,Cambridge City Airport,52.205,0.175,GB,EU,EU
CBH,Béchar Boudghene Ben Ali Lotfi Airport,31.6457,-2.2699,DZ,AF,OTHER
CBJ,Cabo Rojo Airport,17.929,-71.6448,DO,NA,OTHER
CBL,General Tomas de Heres Airport,8.1222,-63.537,VE,SA,OTHER
CBM,Columbus Air Force Base,33.6438,-88.4438,US,NA,OTHER
CBO,Cotabato (Awang) Airport,7.1648,124.2099,PH,AS,OTHER
CBQ,Margaret Ekpo International Airport,4.976,8.3472,NG,AF,OTHER
CBR,Canberra Airport,-35.3069,149.195,AU,OC,OTHER
CBT,Catumbela Airport,-12.4792,13.4869,AO,AF,OTHER
CBV,Coban Airport,15.469,-90.4067,GT,NA,OTHER
CCC,Jardines Del Rey Airport,22.461,-78.3284,CU,NA,OTHER
CCE,Capital International Airport,30.0647,31.84,EG,AF,OTHER
CCF,Carcassonne Salvaza Airport,43.216,2.3063,FR,EU,EU
CCH,Chile Chico Airport,-46.5831,-71.6863,CL,SA,OTHER
CCJ,Calicut International Airport,11.136,75.9552,IN,AS,OTHER
CCK,Cocos (Keeling) Islands Airport,-12.1922,96.8341,CC,AS,OTHER
CCL,Chinchilla Airport,-26.7719,150.6176,AU,OC,OTHER
CCM,Forquilhinha - Criciúma  Airport,-28.7257,-49.4245,BR,SA,OTHER
CCP,Carriel Sur International Airport,-36.7724,-73.0628,CL,SA,OTHER
CCR,Buchanan Field,37.9897,-122.057,US,NA,OTHER
CCS,Maiquetía Simón Bolívar International Airport,10.6022,-66.9912,VE,SA,OTHER
CCU,Netaji Subhash Chandra Bose International Airport,22.654,88.4476,IN,AS,OTHER
CCY,Northeast Iowa Regional Airport,43.0726,-92.6108,US,NA,OTHER
CCZ,Chub Cay Airport,25.4171,-77.8809,BS,NA,OTHER
CDB,Cold Bay Airport,55.2079,-162.725,US,NA,OTHER
CDC,Cedar City Regional Airport,37.701,-113.099,US,NA,OTHER
CDE,Chengde Puning Airport,41.1225,118.0739,CN,AS,OTHER
CDG,Charles de Gaulle International Airport,49.009,2.5541,FR,EU,EU
CDJ,Conceição do Araguaia Airport,-8.3483,-49.3015,BR,SA,OTHER
CDP,Kadapa Airport,14.5132,78.7692,IN,AS,OTHER
CDR,Chadron Municipal Airport,42.8376,-103.095,US,NA,OTHER
CDS,Childress Municipal Airport,34.4338,-100.288,US,NA,OTHER
CDT,Castellón-Costa Azahar Airport,40.2139,0.0733,ES,EU,EU
CDU,Camden Airport,-34.0383,150.6864,AU,OC,OTHER
CDV,Merle K (Mudhole) Smith Airport,60.4918,-145.478,US,NA,OTHER
CEB,Mactan Cebu International Airport,10.3093,123.9797,PH,AS,OTHER
CEC,Jack Mc Namara Field Airport,41.7789,-124.2364,US,NA,OTHER
CED,Ceduna Airport,-32.1306,133.71,AU,OC,OTHER
CEE,Cherepovets Airport,59.2736,38.0158,RU,EU,OTHER
CEF,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.5348,US,NA,OTHER
CEG,Hawarden Airport,53.1781,-2.9778,GB,EU,EU
CEI,Mae Fah Luang - Chiang Rai International Airport,19.9523,99.8829,TH,AS,OTHER
CEK,Kurchatov Chelyabinsk International Airport,55.3031,61.5049,RU,AS,OTHER
CEN,Ciudad Obregón International Airport,27.3926,-109.833,MX,NA,OTHER
CEQ,Cannes Mandelieu Airport,43.548,6.9552,FR,EU,EU
CER,Cherbourg Manche airport,49.6501,-1.4703,FR,EU,EU
CEW,Bob Sikes Airport,30.7788,-86.5221,US,NA,OTHER
CEZ,Cortez Municipal Airport,37.303,-108.628,US,NA,OTHER
CFE,Clermont-Ferrand Auvergne airport,45.7867,3.1692,FR,EU,EU
CFG,Jaime Gonzalez Airport,22.15,-80.4142,CU,NA,OTHER
CFK,Chlef Aboubakr Belkaid International Airport,36.2166,1.3411,DZ,AF,OTHER
CFN,Donegal Airport,55.0442,-8.341,IE,EU,EU
CFR,Caen Carpiquet airport,49.1768,-0.4549,FR,EU,EU
CFS,Coffs Harbour Airport,-30.3206,153.116,AU,OC,OTHER
CFU,Corfu Ioannis Kapodistrias International Airport,39.6014,19.9122,GR,EU,EU
CGB,Várzea Grande–Marechal Rondon International Airport,-15.6529,-56.1167,BR,SA,OTHER
CGD,Changde Taohuayuan Airport,28.9189,111.64,CN,AS,OTHER
CGF,Cuyahoga County Airport,41.5651,-81.4864,US,NA,OTHER
CGH,Congonhas–Deputado Freitas Nobre Airport,-23.6277,-46.6546,BR,SA,OTHER
CGI,Cape Girardeau Regional Airport,37.2253,-89.5708,US,NA,OTHER
CGJ,Kasompe Airport,-12.5728,27.8939,ZM,AF,OTHER
CGK,Soekarno-Hatta International Airport,-6.1256,106.656,ID,AS,OTHER
CGM,Camiguin Airport,9.2539,124.7091,PH,AS,OTHER
CGN,Cologne Bonn Airport,50.8659,7.1427,DE,EU,EU
CGO,Zhengzhou Xinzheng International Airport,34.5265,113.8492,CN,AS,OTHER
CGP,Shah Amanat International Airport,22.2496,91.8133,BD,AS,OTHER
CGQ,Changchun Longjia International Airport,43.9962,125.685,CN,AS,OTHER
CGR,Campo Grande Airport,-20.47,-54.674,BR,SA,OTHER
CGY,Laguindingan International Airport,8.6122,124.4565,PH,AS,OTHER
CHA,Chattanooga Metropolitan Airport (Lovell Field),35.0353,-85.2038,US,NA,OTHER
CHC,Christchurch International Airport,-43.489,172.5321,NZ,OC,OTHER
CHG,Chaoyang Airport,41.5381,120.435,CN,AS,OTHER
CHH,Chachapoyas Airport,-6.2019,-77.8562,PE,SA,OTHER
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.1496,-78.5238,PE,SA,OTHER
CHO,Charlottesville Albemarle Airport,38.1386,-78.4529,US,NA,OTHER
CHQ,Chania International Airport,35.5312,24.1507,GR,AS,EU
CHR,Châteauroux Déols airport,46.8602,1.7283,FR,EU,EU
CHS,Charleston International Airport,32.8962,-80.0382,US,NA,OTHER
CHT,Inia William Tuuta Memorial Airport,-43.8119,-176.4651,NZ,OC,OTHER
CHX,Changuinola Captain Manuel Niño International Airport,9.459,-82.5151,PA,NA,OTHER
CIA,Ciampino–G. B. Pastine International Airport,41.7988,12.5953,IT,EU,EU
CID,The Eastern Iowa Airport,41.8847,-91.7108,US,NA,OTHER
CIF,Chifeng Yulong Airport,42.1597,118.841,CN,AS,OTHER
CIJ,Capitán Aníbal Arab Airport,-11.0391,-68.7828,BO,SA,OTHER
CIO,Lieutenant Colonel Carmelo Peralta National Airport,-23.4416,-57.427,PY,SA,OTHER
CIS,Canton Island Airport,-2.7681,-171.71,KI,OC,OTHER
CIT,Shymkent International Airport,42.365,69.4756,KZ,AS,OTHER
CIU,Chippewa County International Airport,46.242,-84.4621,US,NA,OTHER
CIW,Canouan Airport,12.699,-61.3424,VC,NA,OTHER
CIX,Capitán FAP José A. Quiñones González International Airport,-6.7892,-79.8283,PE,SA,OTHER
CIY,Comiso Airport,36.9958,14.6089,IT,EU,EU
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,-7.1392,-78.4894,PE,SA,OTHER
CJB,Coimbatore International Airport,11.03,77.0434,IN,AS,OTHER
CJC,El Loa Airport,-22.4982,-68.9036,CL,SA,OTHER
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.7156,127.5003,KR,AS,OTHER
CJL,Chitral Airport,35.8862,71.7999,PK,AS,OTHER
CJM,Chumphon Airport,10.7112,99.3617,TH,AS,OTHER
CJS,Abraham González International Airport,31.6367,-106.4285,MX,NA,OTHER
CJU,Jeju International Airport,33.5121,126.4925,KR,AS,OTHER
CKB,North Central West Virginia Airport,39.2966,-80.2281,US,NA,OTHER
CKC,Cherkasy International Airport,49.4156,31.9953,UA,EU,OTHER
CKG,Chongqing Jiangbei International Airport,29.7123,106.6519,CN,AS,OTHER
CKH,Chokurdakh Airport,70.6231,147.902,RU,AS,OTHER
CKL,Chkalovskiy Air Base,55.8783,38.0617,RU,EU,OTHER
CKS,Carajás Airport,-6.1178,-50.0034,BR,SA,OTHER
CKT,Sarakhs Airport,36.5012,61.0649,IR,AS,OTHER
CKY,Ahmed Sékou Touré International Airport,9.5769,-13.612,GN,AF,OTHER
CKZ,Çanakkale Airport,40.1377,26.4268,TR,AS,OTHER
CLD,McClellan-Palomar Airport,33.1283,-117.28,US,NA,OTHER
CLE,Cleveland Hopkins International Airport,41.4117,-81.8498,US,NA,OTHER
CLJ,Avram Iancu Cluj International Airport,46.786,23.6857,RO,EU,EU
CLL,Easterwood Field,30.5886,-96.3638,US,NA,OTHER
CLM,William R Fairchild International Airport,48.1202,-123.5,US,NA,OTHER
CLN,Brig. Lysias Augusto Rodrigues Airport,-7.3204,-47.4587,BR,SA,OTHER
CLO,Alfonso Bonilla Aragon International Airport,3.5427,-76.3819,CO,SA,OTHER
CLQ,Licenciado Miguel de la Madrid International Airport,19.277,-103.577,MX,NA,OTHER
CLT,Charlotte Douglas International Airport,35.214,-80.9431,US,NA,OTHER
CLU,Columbus Municipal Airport,39.2624,-85.8956,US,NA,OTHER
CLY,Calvi Sainte Catherine Airport,42.5304,8.793,FR,EU,EU
CLZ,Calabozo Airport,8.9247,-67.4171,VE,SA,OTHER
CMA,Cunnamulla Airport,-28.03,145.622,AU,OC,OTHER
CMB,Bandaranaike International Colombo Airport,7.1808,79.8841,LK,AS,OTHER
CMD,Cootamundra Airport,-34.6243,148.0366,AU,OC,OTHER
CME,Ciudad del Carmen International Airport,18.6515,-91.7994,MX,NA,OTHER
CMF,Chambéry Aix les Bains airport,45.6381,5.8802,FR,EU,EU
CMG,Corumbá International Airport,-19.0119,-57.6728,BR,SA,OTHER
CMH,John Glenn Columbus International Airport,39.998,-82.8919,US,NA,OTHER
CMI,University of Illinois Willard Airport,40.0398,-88.2762,US,NA,OTHER
CMN,Mohammed V International Airport,33.3675,-7.59,MA,AF,OTHER
CMQ,Clermont Airport,-22.7731,147.621,AU,OC,OTHER
CMR,Colmar Houssen airport,48.1099,7.359,FR,EU,EU
CMU,Chimbu Airport,-6.0243,144.971,PG,OC,OTHER
CMW,Ignacio Agramonte International Airport,21.4199,-77.848,CU,NA,OTHER
CMX,Houghton County Memorial Airport,47.1684,-88.4891,US,NA,OTHER
CNB,Coonamble Airport,-30.9809,148.3778,AU,OC,OTHER
CND,Mihail Kogălniceanu International Airport,44.3622,28.4883,RO,EU,EU
CNF,Tancredo Neves International Airport,-19.6357,-43.9669,BR,SA,OTHER
